popularity,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
2.188028,120.0,2008-07-11,927,6.4,2008,86086863.8737792,162438886.428942
2.017536,88.0,2008-02-10,1082,5.9,2008,86086863.8737792,225072774.79635897
1.996757,93.0,2008-07-10,704,5.7,2008,45575398.5214125,103002486.99885699
1.982998,110.0,2008-06-12,1670,6.3,2008,75958997.5356875,261572412.016186
1.929591,120.0,2008-05-12,1547,7.5,2008,15191799.5071375,382742747.738751
1.886872,104.0,2008-11-26,719,5.9,2008,30383599.014275,110373030.585751
1.8451650000000002,121.0,2008-12-25,725,6.6,2008,75958997.5356875,202836855.872764
1.841839,109.0,2008-02-22,586,5.2,2008,106342596.549962,269401244.593238
1.800286,92.0,2008-07-01,1764,6.0,2008,151917995.071375,632008606.053142
1.742288,131.0,2008-10-10,1207,7.2,2008,15191799.5071375,42537038.619985
1.682909,99.0,2008-05-07,573,5.8,2008,35447532.1833208,172173727.747558
1.6283450000000002,150.0,2008-05-15,891,6.1,2008,227876992.607062,425017341.94553
1.622426,107.0,2008-08-09,970,6.4,2008,93176370.3104434,190477465.092283
1.611632,118.0,2008-09-25,645,6.2,2008,81022930.70473342,180343441.011457
1.6106200000000002,94.0,2008-05-07,746,7.6,2008,12659832.9226145,20677622.1147228
1.605544,92.0,2008-01-24,570,6.2,2008,50639331.6904583,114692303.26720901
1.5830790000000001,105.0,2008-08-22,743,5.9,2008,45575398.5214125,74705690.2809348
1.561177,98.0,2008-02-14,369,6.4,2008,23294092.577610802,152745137.915207
1.559851,103.0,2008-12-10,585,5.1,2008,81022930.70473342,236074344.818198
1.531599,123.0,2008-12-18,1235,7.4,2008,55703264.8595042,170317989.68335
1.499784,85.0,2008-01-15,1373,6.4,2008,25319665.8452291,172947523.068241
1.480497,96.0,2008-11-20,1119,6.3,2008,151917995.071375,313943594.671445
1.4759879999999999,111.0,2008-04-17,750,6.3,2008,30383599.014275,106517925.108074
1.468543,165.0,2008-11-18,411,6.3,2008,131662262.39519098,50187630.87735271
1.462377,104.0,2008-12-09,1032,6.3,2008,70895064.3666417,228880641.879861
1.462242,115.0,2008-12-25,820,6.8,2008,60767198.02855,247203367.961183
1.446456,128.0,2008-10-10,530,6.5,2008,70895064.3666417,114728569.130992
1.435434,96.0,2008-09-05,738,6.3,2008,37473105.4509392,165813497.56951398
1.400898,111.0,2008-01-10,610,6.1,2008,30383599.014275,162308496.226559
1.380024,106.0,2008-12-11,302,5.8,2008,60767198.02855,58225482.35989
1.3772389999999999,123.0,2008-03-27,907,6.5,2008,35447532.1833208,70716002.6769976
1.354387,112.0,2008-02-28,413,6.4,2008,20255732.676183302,65651661.35493829
1.351237,98.0,2008-07-25,678,6.6,2008,65831131.1975958,129745707.506409
1.34132,112.0,2008-02-07,281,5.3,2008,70895064.3666417,112653311.589479
1.300453,115.0,2008-03-04,276,6.5,2008,20255732.676183302,42159705.7166133
1.273395,111.0,2008-08-06,719,6.6,2008,27345239.1128475,102924282.653355
1.254928,109.0,2008-09-07,539,7.0,2008,6076719.802855,45275608.6138718
1.22837,99.0,2008-12-24,599,5.8,2008,81022930.70473342,215596389.537184
1.210534,102.0,2008-12-05,147,5.5,2008,20762125.9930879,10218382.1179151
1.172718,100.0,2008-10-16,359,5.3,2008,35447532.1833208,86509099.68534741
1.169851,110.0,2008-08-15,238,6.0,2008,35447532.1833208,73362657.2199331
1.14205499999999,90.0,2008-02-01,455,6.2,2008,40511465.35236671,153094337.63146397
1.133017,102.0,2008-09-18,439,6.0,2008,24306879.21142,42643493.635851294
1.1214870000000001,110.0,2008-06-19,637,5.9,2008,81022930.70473342,233635143.41261202
1.1034680000000001,99.0,2008-02-03,328,6.3,2008,28358025.746656604,93562168.0845004
1.0647659999999999,101.0,2008-08-20,436,5.4,2008,70895064.3666417,73030634.3649848
1.054819,107.0,2008-02-08,794,7.3,2008,15191799.5071375,32411742.734369896
1.043504,141.0,2008-01-30,642,7.1,2008,55703264.8595042,114465403.613703
1.019335,95.0,2008-02-14,276,6.2,2008,91150797.042825,164921838.191535
1.01377,107.0,2008-04-25,317,6.0,2008,12153439.60571,44049253.637018
0.9568399999999999,109.0,2008-04-10,173,6.2,2008,20255732.676183302,66408286.903818004
0.951793,89.0,2008-10-03,213,6.4,2008,9115079.7042825,33395562.657665502
0.943042,88.0,2008-11-26,221,5.3,2008,81022930.70473342,165827299.82576
0.9385549999999999,97.0,2008-03-11,106,6.8,2008,7089506.43666417,9013801.04090159
0.931752,97.0,2008-08-22,299,5.6,2008,25319665.8452291,71343668.0782211
0.900342,98.0,2008-08-05,261,6.0,2008,8608686.38737792,69155951.7216765
0.892309,92.0,2008-10-23,437,5.9,2008,10938095.645139,115313387.580886
0.885215,87.0,2008-06-20,144,4.5,2008,62792771.2961683,42353789.0576101
0.879116,135.0,2008-05-09,194,5.6,2008,121534396.0571,95147016.10776371
0.866771,96.0,2008-08-15,563,6.7,2008,15191799.5071375,97641394.1291594
0.8651049999999989,88.0,2008-03-03,558,6.2,2008,86086863.8737792,300937408.975801
0.826564,104.0,2008-04-18,243,6.2,2008,55703264.8595042,129542119.162854
0.822759,101.0,2008-09-11,195,5.8,2008,60767198.02855,74110222.37958671
0.8027850000000001,111.0,2008-01-18,71,6.3,2008,15191799.5071375,6002188.83447298
0.798582,114.0,2008-08-23,98,6.2,2008,22281305.9438016,23831711.1192224
0.787623,113.0,2008-06-05,606,5.6,2008,91150797.042825,204174046.167676
0.7859510000000001,137.0,2008-12-31,344,6.6,2008,32409172.281893298,51809322.0527807
0.774511,101.0,2008-01-22,119,5.8,2008,35447532.1833208,32898763.468543
0.764367,90.0,2008-05-29,241,5.9,2008,9115079.7042825,83444650.400233
0.7596729999999989,128.0,2008-11-26,325,7.1,2008,20255732.676183302,55284562.660501294
0.749838,115.0,2008-04-24,167,6.0,2008,50639331.6904583,7123620.12885076
0.748854,104.0,2008-07-24,312,5.4,2008,30383599.014275,69243648.916298
0.743689,104.0,2008-11-27,197,6.7,2008,20255732.676183302,51558166.1593956
0.721663,90.0,2008-10-07,358,6.1,2008,55703264.8595042,18097532.973294396
0.720175,101.0,2008-05-02,240,5.8,2008,40511465.35236671,85683451.714587
0.715969,107.0,2008-04-24,107,5.8,2008,25319665.8452291,17968149.4808253
0.714882,114.0,2008-09-04,508,6.8,2008,18230159.408565,26068130.3594136
0.709809,98.0,2008-02-01,171,5.6,2008,12153439.60571,57029778.3577219
0.7023020000000001,112.0,2008-08-08,37,6.3,2008,13166226.239519099,15084795.5609156
0.6964060000000001,99.0,2008-08-21,231,5.0,2008,45575398.5214125,43030660.697437204
0.68675,84.0,2008-01-24,182,4.0,2008,30383599.014275,85729179.0311034
0.68078,113.0,2008-03-28,37,6.1,2008,25319665.8452291,11350431.4673617
0.6664140000000001,121.0,2008-05-14,187,6.3,2008,25319665.8452291,20098729.4794236
0.66173,103.0,2008-12-25,205,4.6,2008,60767198.02855,39530416.4133012
0.651467,108.0,2008-12-19,58,6.1,2008,11647046.288805401,189089.290105439
0.646243999999999,115.0,2008-09-26,154,6.2,2008,20255732.676183302,20469829.6938508
0.6450640000000001,98.0,2008-11-05,29,4.3,2008,18230159.408565,387060.718989384
0.642656,91.0,2008-06-11,490,4.8,2008,60767198.02855,165493183.540839
0.634961,105.0,2008-03-14,162,5.8,2008,30383599.014275,22495435.370641395
0.634256,103.0,2008-09-06,52,5.7,2008,12153439.60571,7160735.72061997
0.630893,90.0,2008-06-04,168,7.7,2008,2025573.26761833,11268111.156979
0.6204890000000001,145.0,2008-05-12,309,6.1,2008,65831131.1975958,420562471.312818
0.615524,102.0,2008-08-20,78,5.4,2008,15191799.5071375,8874937.86554001
0.6067,100.0,2008-10-29,174,5.7,2008,60767198.02855,51527692.422370896
0.598695,85.0,2008-03-27,170,4.9,2008,35447532.1833208,26202647.6673295
0.595488,114.0,2008-09-17,80,7.2,2008,11140652.9719008,38592634.732018605
0.593722,90.0,2008-12-25,25,5.1,2008,15191799.5071375,1158482.06780241
0.589940999999999,91.0,2008-10-03,118,5.1,2008,20255732.676183302,151190415.230366
0.579469999999999,119.0,2008-12-19,430,6.5,2008,35447532.1833208,76187576.3894318
0.5769890000000001,102.0,2008-01-18,111,6.2,2008,5063933.16904583,16381192.8357904
0.5319050000000001,98.0,2008-12-04,88,6.2,2008,8608686.38737792,9050932.83725693
0.5273979999999989,130.0,2008-09-09,118,6.3,2008,30383599.014275,31546610.263903804
0.518011,85.0,2008-09-05,13,5.0,2008,6076719.802855,70385.63268983571
0.517412,99.0,2008-04-23,130,5.8,2008,30383599.014275,64649663.9371391
0.5134380000000001,94.0,2008-08-28,16,4.8,2008,7089506.43666417,6309940.25774204
0.5052909999999989,133.0,2008-07-25,30,6.0,2008,20255732.676183302,13373129.4337266
0.49916499999999997,114.0,2008-09-09,110,6.8,2008,20255732.676183302,5601483.85395292
0.498026,90.0,2008-07-08,205,5.1,2008,60767198.02855,51297723.0125784
0.481188,89.0,2008-10-10,165,5.3,2008,12153439.60571,41377822.2818731
0.480116,75.0,2008-02-26,66,6.3,2008,3544753.21833208,5298016.51814488
0.45518000000000003,110.0,2008-11-19,76,6.5,2008,12153439.60571,3188436.65039861
0.45360200000000006,93.0,2008-09-26,111,5.5,2008,25319665.8452291,2025573.26761833
0.451304,117.0,2008-08-06,127,6.0,2008,27345239.1128475,44919535.114730395
0.45091099999999995,130.0,2008-10-10,39,7.1,2008,40511465.35236671,9918721.84706354
0.43644099999999997,97.0,2008-02-08,35,6.0,2008,3544753.21833208,1129756.40050768
0.436406,114.0,2008-09-12,60,4.6,2008,16204586.1409466,50646974.178397104
0.432911,100.0,2008-02-07,32,5.1,2008,10127866.3380916,23189500.076364104
0.42702299999999893,123.0,2008-06-06,28,6.7,2008,2025573.26761833,38623507.506977
0.421518,81.0,2008-07-17,60,5.1,2008,37473105.4509392,64616136.6484135
0.417779,110.0,2008-09-19,147,5.8,2008,20255732.676183302,27993450.916511104
0.389554,213.0,2008-02-15,48,7.8,2008,8483911.07409263,13166226.239519099
0.382852,92.0,2008-09-26,54,6.1,2008,3038359.9014275,3879111.55925794
0.37403400000000003,106.0,2008-04-28,41,5.5,2008,5063933.16904583,1312757.8301573
0.371517,99.0,2008-07-03,40,6.3,2008,6076719.802855,2937055.91838074
0.36839099999999997,104.0,2008-10-17,68,5.1,2008,25319665.8452291,6758752.60336804
0.345926,93.0,2008-01-17,53,6.2,2008,11647046.288805401,70453.4893943009
0.812489,87.0,2008-08-29,130,3.3,2008,25319665.8452291,14289694.2478175
0.359217,160.0,2008-09-15,51,6.3,2008,45575398.5214125,9443053.43826883
0.33511599999999997,101.0,2008-09-19,127,5.3,2008,20255732.676183302,37088761.0257016
0.333395,130.0,2008-01-19,48,6.3,2008,19242946.042374104,23851125.2262058
0.326352,98.0,2008-08-07,130,5.7,2008,15191799.5071375,3578405.07981366
0.32288,111.0,2008-08-07,61,5.1,2008,8102293.07047334,2059162.33632861
0.308655,120.0,2008-08-01,34,5.7,2008,21268519.3099925,17825044.7550413
0.282905,131.0,2008-10-17,71,5.6,2008,25420944.5086101,29883752.3501713
0.280555,122.0,2008-09-26,54,7.5,2008,506393.31690458296,33884110.6740824
0.278543,95.0,2008-04-11,34,5.5,2008,7089506.43666417,10705118.259044
0.768409,96.0,2008-04-03,183,5.5,2008,37473105.4509392,101355981.53811501
0.259988,87.0,2008-09-19,89,5.4,2008,25319665.8452291,30383599.014275
0.659884,110.0,2008-10-02,106,6.0,2008,27345239.1128475,17507332.5752287
0.239048,103.0,2008-11-17,41,6.8,2008,4051146.53523667,536825.529677281
0.23477199999999998,108.0,2008-10-27,18,4.7,2008,6076719.802855,396414.816339246
0.224471,114.0,2008-02-08,31,6.1,2008,35447532.1833208,44208931.603277706
0.21503000000000003,183.0,2008-12-25,53,6.9,2008,9216358.36766342,76971784.1694967
0.352054,42.0,2008-07-15,140,7.7,2008,202557.326761833,3.0383599014275005
0.193779,155.0,2008-07-04,18,6.4,2008,2329409.25776108,11241931.635281699
0.168979,110.0,2008-08-06,31,6.4,2008,5063933.16904583,4092253.51912971
0.281186,138.0,2008-02-09,10,7.1,2008,6076719.802855,1316622.62395191
0.14765699999999898,153.0,2008-07-18,11,5.8,2008,4233448.12932232,11140652.9719008
0.086287,90.0,2008-12-10,18,5.8,2008,2531966.58452291,108934.31754588
0.127309999999999,102.0,2008-12-17,30,6.6,2008,15191799.5071375,321053.362917506
0.10179500000000001,80.0,2008-08-15,11,4.2,2008,11140652.9719008,15698192.824042002
0.021371,90.0,2008-04-18,12,4.5,2008,3544753.21833208,7798457.08033059
7.959227999999991,124.0,2011-07-22,5025,6.5,2011,135715725.96280602,359229613.559164
5.903353,100.0,2011-01-10,2347,7.3,2011,14540970.638872,73844056.81448041
5.711315,130.0,2011-07-07,3750,7.7,2011,121174755.323934,1287183997.5648699
4.9551300000000005,136.0,2011-05-11,3180,6.3,2011,368371256.18475896,990417500.348983
4.50453,105.0,2011-08-03,2578,6.9,2011,90154017.96100691,468083718.184356
4.12352,115.0,2011-04-21,4485,6.5,2011,145409706.38872,430524218.471298
3.5961879999999997,109.0,2011-10-27,2068,6.6,2011,38775921.7036588,168607979.30916798
3.355611,105.0,2011-02-24,378,5.3,2011,48469902.129573606,28046043.4988289
3.1866790000000003,93.0,2011-01-13,678,6.3,2011,38775921.7036588,49507940.33936679
2.9944740000000003,93.0,2011-03-30,1668,7.0,2011,31020737.362927098,142824028.081522
2.9527400000000004,133.0,2011-12-07,3036,6.7,2011,140562716.17576298,673453790.734105
2.924415,118.0,2011-07-29,1577,6.9,2011,48469902.129573606,138479670.753648
2.776061,158.0,2011-12-14,1679,7.1,2011,87245823.83323249,225498881.31465802
2.754426,105.0,2011-03-08,2445,7.0,2011,26173747.1499697,156896544.871496
2.726573,91.0,2011-05-25,1207,6.6,2011,145409706.38872,645320794.169652
2.690458,117.0,2011-02-10,1010,6.3,2011,77551843.4073177,208341483.062677
2.686643,98.0,2011-07-08,1417,6.4,2011,33928931.490701504,113419570.983202
2.6570139999999998,127.0,2011-09-28,1856,6.5,2011,106633784.685061,290110305.86447
2.633754,109.0,2011-07-21,1366,6.5,2011,33928931.490701504,145878667.232795
2.6042490000000003,92.0,2011-05-16,953,5.4,2011,19387960.8518294,209581425.557985
2.579776,129.0,2011-11-22,2710,6.9,2011,121174755.323934,324375126.021745
2.454226,106.0,2011-06-11,1277,5.8,2011,193879608.518294,542719816.822545
2.4198049999999998,114.0,2011-06-16,1654,5.1,2011,193879608.518294,213123295.798241
2.4115330000000004,102.0,2011-05-25,2601,6.1,2011,77551843.4073177,246669134.754083
2.2525049999999998,108.0,2011-01-12,859,6.1,2011,24234951.064786803,143258069.269306
2.2343,107.0,2011-10-25,1448,6.6,2011,126021745.536891,360557976.788733
2.208685,125.0,2011-04-28,1145,6.5,2011,31505436.3842228,279558422.711832
2.164361,105.0,2011-02-25,423,5.4,2011,34898329.533293,80615852.76007009
2.0267169999999997,112.0,2011-06-08,1527,6.6,2011,48469902.129573606,252136540.68369702
1.9728259999999997,110.0,2011-03-24,1007,5.9,2011,79490639.49250071,87044675.6781908
1.934043,100.0,2011-03-11,533,5.5,2011,40714717.7888418,86433625.3160237
1.888096,117.0,2011-03-15,1658,5.8,2011,106633784.685061,690378003.1951361
1.885979,100.0,2011-10-02,458,6.9,2011,6301087.27684457,17152213.9112496
1.825552,94.0,2011-06-17,465,5.7,2011,53316892.3425309,181628117.584104
1.821261,139.0,2011-05-18,582,6.5,2011,31020737.362927098,53001087.6646037
1.794214,109.0,2011-02-18,1016,6.0,2011,48469902.129573606,140071066.570502
1.710793,96.0,2011-04-03,1530,6.5,2011,87245823.83323249,469804957.11383
1.6444720000000002,100.0,2011-05-15,651,7.2,2011,14540970.638872,129349549.423789
1.64314,102.0,2011-07-06,327,5.4,2011,77551843.4073177,164654932.103361
1.6402560000000002,119.0,2011-07-29,1363,5.4,2011,158011880.94241002,169472419.65629
1.592819,146.0,2011-12-25,611,6.9,2011,63980270.8110371,172150434.096443
1.531633,100.0,2011-09-30,773,6.8,2011,7755184.34073177,37988560.1336993
1.499109,107.0,2011-03-02,1385,6.5,2011,130868735.749848,238204949.164766
1.493933,112.0,2011-08-05,440,5.9,2011,50408698.2147565,73141505.9404712
1.488615,126.0,2011-11-22,1257,6.8,2011,164797667.24055,180085229.47590402
1.482692,119.0,2011-03-17,582,6.9,2011,38775921.7036588,82799096.133265
1.4810159999999999,95.0,2011-12-10,752,4.7,2011,55255688.4277139,144651011.857676
1.4703629999999999,107.0,2011-03-02,591,6.9,2011,14540970.638872,57572000.1008174
1.46909,116.0,2011-09-23,440,6.0,2011,63980270.8110371,56009013.463
1.465299,114.0,2011-01-28,320,5.7,2011,35867727.5758844,93108387.42574409
1.425344,63.0,2011-04-13,174,6.8,2011,29081941.277744103,14017495.695872597
1.407986,110.0,2011-08-31,589,5.5,2011,72704853.1943604,128226625.874397
1.388994,96.0,2011-02-02,108,6.2,2011,7755184.34073177,1695920.19139794
1.3677270000000001,94.0,2011-05-11,1117,7.2,2011,29081941.277744103,146494675.096552
1.344998,87.0,2011-05-05,439,5.3,2011,58163882.555488296,75912718.30843921
1.2851059999999999,94.0,2011-12-16,219,5.2,2011,11632776.5110976,22237047.872752897
1.246852,140.0,2011-09-09,768,7.6,2011,24234951.064786803,22351522.1488064
1.2465950000000001,106.0,2011-09-22,631,5.5,2011,33928931.490701504,79575127.3789028
1.246283,113.0,2011-02-16,779,6.4,2011,29081941.277744103,126784077.24939099
1.241191,106.0,2011-03-03,1097,6.4,2011,48663781.7380919,123956325.70998701
1.240414,110.0,2011-11-10,596,5.6,2011,72704853.1943604,219960309.935942
1.22871,90.0,2011-10-28,257,6.4,2011,242349.510647868,3433950.06436803
1.21550499999999,98.0,2011-06-30,218,5.6,2011,29081941.277744103,35053796.744373605
1.21340499999999,104.0,2011-02-14,1143,6.4,2011,38775921.7036588,94566766.3207854
1.205338,108.0,2011-07-27,554,6.5,2011,38775921.7036588,59100179.532517396
1.19533,116.0,2011-03-08,1041,5.5,2011,67857862.98140301,196270876.956245
1.176723,92.0,2011-08-12,493,5.9,2011,45561708.0017992,153055972.073581
1.128994,129.0,2011-09-23,166,6.4,2011,29081941.277744103,2450545.18945915
1.123666,91.0,2011-11-11,371,4.2,2011,76582445.36472629,145093477.114451
1.120851,106.0,2011-09-30,390,6.2,2011,19387960.8518294,29494997.906100202
1.11981,95.0,2011-01-07,453,5.2,2011,38775921.7036588,85403967.55230871
1.116674,99.0,2011-10-17,212,6.7,2011,6204147.47258542,33984861.88016681
1.111078,124.0,2011-12-22,589,6.4,2011,48469902.129573606,116407101.61618
1.107689,89.0,2011-12-25,309,4.7,2011,29081941.277744103,62649079.8473779
1.105855,146.0,2011-08-09,1056,7.6,2011,24234951.064786803,120469153.75428401
1.102011,117.0,2011-12-11,955,6.3,2011,24234951.064786803,74913462.80613591
1.081676,133.0,2011-09-22,899,6.9,2011,48469902.129573606,106833690.071813
1.079441,112.0,2011-09-28,345,7.3,2011,6785786.2981403,5854138.55412343
1.074793,91.0,2011-02-04,133,5.5,2011,15510368.6814635,39253601.313728206
1.071695,90.0,2011-10-28,48,6.9,2011,126021745.536891,538003773.866579
1.0583420000000001,119.0,2011-01-12,854,5.4,2011,116327765.110976,220845594.27977598
1.055533,112.0,2011-05-05,180,6.0,2011,33928931.490701504,58068797.20968461
1.0542559999999999,113.0,2011-08-17,382,5.2,2011,87245823.83323249,47301797.8456097
1.0488950000000001,101.0,2011-09-15,689,6.0,2011,43622911.9166162,155179867.92921
1.045866,106.0,2011-09-08,852,6.1,2011,58163882.555488296,131312814.08496499
1.038162,100.0,2011-10-14,152,5.4,2011,39745319.7462503,7220449.83946768
1.029084,86.0,2011-01-21,507,6.0,2011,16479766.724055,41844620.0347432
1.024786,108.0,2011-11-04,186,6.0,2011,18418562.8092379,34304294.0455694
1.013771,103.0,2011-10-12,479,6.0,2011,33928931.490701504,27267877.638701398
1.013101,104.0,2011-11-02,588,5.8,2011,72704853.1943604,148250646.588494
1.011185,118.0,2011-12-08,479,5.6,2011,54286290.3851224,137697794.037814
1.004841,102.0,2011-04-08,289,5.1,2011,48372962.325314395,25322264.746482998
0.9416040000000001,86.0,2011-07-20,205,4.9,2011,4846990.21295736,24780648.488514498
0.9348799999999999,106.0,2011-08-18,328,6.1,2011,16479766.724055,24159567.764800698
0.9309200000000001,100.0,2011-11-17,232,5.8,2011,126021745.536891,145803733.7335
0.929466,111.0,2011-04-11,499,6.0,2011,38775921.7036588,94166052.0683076
0.9216530000000001,88.0,2011-03-09,129,5.5,2011,145409706.38872,37799503.28044289
0.9197299999999999,88.0,2011-05-12,427,6.4,2011,13911376.6615482,3843354.97029764
0.917718,99.0,2011-03-25,127,6.4,2011,20357358.8944209,70201279.9931754
0.9079520000000001,129.0,2011-12-24,463,7.0,2011,38775921.7036588,53557187.698726505
0.904531,87.0,2011-12-14,308,5.5,2011,72704853.1943604,332208283.894033
0.9033120000000001,91.0,2011-02-11,144,6.0,2011,20357358.8944209,941107.130116482
0.897265,110.0,2011-09-16,75,5.3,2011,24234951.064786803,10008492.896251101
0.8958290000000001,124.0,2011-11-28,310,6.8,2011,9693980.42591472,132648701.78214099
0.8790030000000001,103.0,2011-07-29,797,5.5,2011,106633784.685061,546497490.228467
0.8638040000000001,111.0,2011-04-07,804,6.5,2011,29081941.277744103,61830221.5656166
0.852907,97.0,2011-10-14,87,5.7,2011,12086831.890869,28119728.4134443
0.8461879999999989,87.0,2011-08-19,153,6.1,2011,4846990.21295736,3045997.93712096
0.846125,107.0,2011-09-28,313,6.6,2011,3392893.14907015,18907177.2292277
0.827785,84.0,2011-01-13,335,5.7,2011,34898329.533293,183906860.236067
0.815155,97.0,2011-05-20,309,6.0,2011,15292203.7131822,719172.1728475479
0.8083359999999989,115.0,2011-09-09,590,6.6,2011,19387960.8518294,171819196.601678
0.8067350000000001,95.0,2011-03-30,228,5.4,2011,61072076.683262706,178324379.003613
0.806361,120.0,2011-10-13,234,5.5,2011,43622911.9166162,23265553.022195302
0.802769,96.0,2011-07-07,194,6.6,2011,5816388.25554883,18961691.3281528
0.80048,90.0,2011-08-26,199,5.7,2011,9693980.42591472,16744987.242721697
0.786615,101.0,2011-05-06,44,5.7,2011,9693980.42591472,592288.6324507929
0.785489,113.0,2011-10-06,266,6.5,2011,23265553.022195302,61598777.7829479
0.7803180000000001,91.0,2011-10-14,179,5.3,2011,34898329.533293,9318308.633071199
0.779648,80.0,2011-09-16,382,6.9,2011,24234951.064786803,26758361.0581173
0.779536,92.0,2011-07-22,299,6.8,2011,96939.8042591472,1722557.31081227
0.771868,101.0,2011-09-24,591,6.4,2011,12117475.532393401,73667524.5839343
0.7605029999999989,154.0,2011-06-28,2456,6.1,2011,189032618.305337,1089358138.29044
0.760193,83.0,2011-10-19,406,6.0,2011,4846990.21295736,199408878.52279198
0.747362,111.0,2011-01-13,204,5.2,2011,67857862.98140301,65058885.114699095
0.734516,97.0,2011-03-04,120,6.3,2011,18418562.8092379,6716055.55814061
0.70252,99.0,2011-04-09,77,6.1,2011,3877592.17036588,24569393.389480803
0.699052,103.0,2011-11-22,328,6.4,2011,43622911.9166162,160129276.014765
0.688697,89.0,2011-08-18,125,4.5,2011,26173747.1499697,82945874.6296899
0.687144,104.0,2011-04-01,164,6.5,2011,9209281.40461898,116327.76511097599
0.666454,105.0,2011-09-02,171,5.9,2011,16479766.724055,11977686.3958556
0.661177999999999,110.0,2011-04-08,180,5.3,2011,38775921.7036588,44335804.32894389
0.658095,114.0,2011-02-08,252,5.9,2011,24234951.064786803,26292052.4870876
0.656612,81.0,2011-12-09,213,5.4,2011,24234951.064786803,33872888.651063204
0.644722999999999,124.0,2011-02-02,56,7.5,2011,1938796.08518294,40782.5756518232
0.626306,119.0,2011-09-01,43,5.8,2011,14540970.638872,841863.066710095
0.604152,102.0,2011-12-01,104,5.2,2011,727048.5319436041,75996.928947001
0.601594,91.0,2011-09-16,93,6.3,2011,7755184.34073177,158268.771423696
0.597001,123.0,2011-02-14,76,5.7,2011,7464364.92795433,1039778.27927969
0.588821,137.0,2011-11-09,428,5.8,2011,33928931.490701504,82016919.8734354
0.587044999999999,108.0,2011-02-03,193,5.7,2011,29081941.277744103,105285652.52121
0.58425,89.0,2011-09-16,94,5.2,2011,23265553.022195302,29616559.451243103
0.580693999999999,99.0,2011-09-30,308,5.9,2011,14540970.638872,26621648.7909667
0.578282,106.0,2011-04-08,225,6.9,2011,17449164.7666465,45647974.7336094
0.570978,83.0,2011-08-11,337,5.5,2011,27143145.1925612,39306608.9680951
0.570634,107.0,2011-08-17,243,6.2,2011,4651399.61689389,203278.89193926103
0.566856,86.0,2011-04-29,86,4.9,2011,29081941.277744103,13108034.5648566
0.539108,113.0,2011-04-14,29,5.9,2011,19387960.8518294,16944.108386456297
0.530139,120.0,2011-03-15,558,6.7,2011,36837125.6184759,110662825.91162099
0.528255,92.0,2011-09-30,235,5.9,2011,48469902.129573606,37324093.0311913
0.524684,98.0,2011-06-24,27,6.6,2011,9693980.42591472,1705415.44522513
0.5204300000000001,90.0,2011-06-03,55,5.3,2011,0.9693980425914721,1335.83050269104
0.512775,108.0,2011-12-10,63,5.2,2011,11632776.5110976,942751.229196718
0.509532,120.0,2011-11-25,248,6.9,2011,4846990.21295736,3004468.92497634
0.506031,104.0,2011-04-29,78,5.8,2011,7755184.34073177,9820002.17145161
0.49518,106.0,2011-02-24,48,7.2,2011,4185808.40041567,14177277.697640803
0.48794499999999996,129.0,2011-09-30,51,6.7,2011,969398.042591472,33465773.4633102
0.484734,130.0,2011-12-21,55,5.6,2011,38775921.7036588,5279341.73995315
0.482368,102.0,2011-09-10,196,6.3,2011,9693980.42591472,3552910.71456268
0.475663,107.0,2011-02-16,223,5.4,2011,31020737.362927098,81056618.6620756
0.46351000000000003,107.0,2011-01-28,47,5.2,2011,90.15401796100691,2423495.10647868
0.45555500000000004,113.0,2011-09-23,103,6.6,2011,35867727.5758844,92484835.7064197
0.44615,131.0,2011-01-20,59,6.4,2011,28112543.2351527,32632724.163603302
0.436803,130.0,2011-04-20,1591,7.1,2011,121174755.323934,606976636.537775
0.43450600000000006,98.0,2011-11-14,28,5.9,2011,2423495.10647868,3255.23862702216
0.43132,127.0,2011-12-23,31,6.6,2011,9693980.42591472,294577.768988568
0.42982600000000004,119.0,2011-11-18,19,6.1,2011,3877592.17036588,344803.250973275
0.423412,112.0,2011-05-06,37,6.3,2011,6398027.08110371,36556591.5189304
0.41920100000000005,85.0,2011-01-21,63,5.2,2011,1938796.08518294,12700735.191475501
0.41462899999999997,129.0,2011-09-05,36,5.6,2011,7755184.34073177,97826.80346811839
0.5245270000000001,90.0,2011-09-11,96,6.3,2011,121174.755323934,3102073.73629271
0.410616,109.0,2011-07-01,359,5.9,2011,19387960.8518294,16891760.8921564
0.410207,106.0,2011-03-18,87,6.8,2011,10499717.9051696,10328339.9640159
0.395082,149.0,2011-09-30,35,5.9,2011,13571572.5962806,45072.1619902905
0.38117399999999996,98.0,2011-10-27,133,5.9,2011,16479766.724055,3583120.06576396
0.372627,100.0,2011-06-18,47,5.2,2011,901540.179610069,29959.2465062894
0.37054000000000004,105.0,2011-12-30,333,6.2,2011,12602174.5536891,111438798.993377
0.548602,88.0,2011-08-19,137,5.8,2011,3877592.17036588,1070876.56848603
0.363036,109.0,2011-02-11,126,6.3,2011,18515502.6134971,5552918.46974702
0.352084,105.0,2011-03-18,31,7.3,2011,3877592.17036588,246129.193615932
0.339565,91.0,2011-09-02,74,5.1,2011,27143145.1925612,9816568.56358475
0.567753,86.0,2011-05-06,84,5.8,2011,2908194.12777441,652063.654553068
